"workerid","rt","content","subjectGender","speakerGender","question","speakerName","fact_type","subjectName","verb","utterance","contentNr","trigger_class","response","fact","slide_number_in_experiment"
301,9436,"Tony had a drink last night","F","F","15","Michelle","factH","Virginia","know","Does Rebecca know that Tony had a drink last night?","15","NonProj","Yes","Tony really likes to party with his friends",8
301,89019,"Mia drank 2 cocktails last night","M","F","6","Ashley","factH","Jacob","admit","Did Ray admit that Mia drank 2 cocktails last night?","6","C","No","Mia is a college student",9
301,9831,"Zack is coming to the meeting tomorrow",NA,"F","control1","Karen",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",10
301,43768,"Grace visited her sister","M","F","9","Susan","factH","Jerry","pretend","Did Andrew pretend that Grace visited her sister?","9","NonProj","No","Grace loves her sister",11
301,32085,"Isabella ate a steak on Sunday","M","F","7","Karen","factL","Jeffrey","annoyed","Is Kevin annoyed that Isabella ate a steak on Sunday?","7","NonProj","Yes","Isabella is a vegetarian",12
301,10979,"Madison had a baby",NA,"F","control5","Kimberly",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",13
301,19022,"Jon walks to work","F","F","19","Kimberly","factL","Janet","hear","Did Ruth hear that Jon walks to work?","19","C","Yes","Jon lives 10 miles away from work",14
301,15778,"Jackson ran 10 miles","F","M","13","Paul","factH","Angela","be_right_that","Is Laura right that Jackson ran 10 miles?","13","C","No","Jackson is training for a marathon",15
301,35044,"Sophia got a tattoo","M","M","5","Steven","factL","Alexander","suggest","Did Ben suggest that Sophia got a tattoo?","5","C","No","Sophia is a high end fashion model",16
301,83181,"Jayden rented a car","F","M","14","Kenneth","factL","Heather","demonstrate","Did Stephanie demonstrate that Jayden rented a car?","14","C","Yes","Jayden doesn&quotechart have a driver&quotechars license",17
301,102463,"Emma studied on Saturday morning","M","F","3","Sandra","factL","Nicholas","confirm","Did Justin confirm that Emma studied on Saturday morning?","3","C","No","Emma is in first grade",18
301,31133,"Mary&quotechars aunt is sick",NA,"M","control2","George",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",19
301,24147,"Hendrick&quotechars car was expensive",NA,"M","control6","Kenneth",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",20
301,17737,"Zoe calculated the tip","M","F","10","Carol","factH","Kevin","confess","Did Tim confess that Zoe calculated the tip?","10","C","No","Zoe is a math major",21
301,34942,"Charley speaks Spanish","F","F","20","Lisa","factH","Amanda","announce","Did Anna announce that Charley speaks Spanish?","20","C","Yes","Charley lives in Mexico",22
301,15133,"Emily bought a car yesterday","M","F","8","Jessica","factL","Justin","inform_Sam","Did Brian inform Sam that Emily bought a car yesterday?","8","C","Yes","Emily never has any money",23
301,17989,"Danny ate the last cupcake","F","M","11","Thomas","factL","Rachel","discover","Did Amanda discover that Danny ate the last cupcake?","11","NonProj","Yes","Danny is a diabetic",24
301,16120,"Owen shoveled snow last winter","F","M","17","Mark","factL","Julie","reveal","Did Cynthia reveal that Owen shoveled snow last winter?","17","NonProj","Yes","Owen lives in New Orleans",25
301,25616,"Josie went on vacation to France","M","F","2","Betty","factH","Brian","acknowledge","Did Scott acknowledge that Josie went on vacation to France?","2","C","Yes","Josie loves France",26
301,6957,"Mary is pregnant","M","M","1","George","factL","Tyler","prove","Did Patrick prove that Mary is pregnant?","1","C","Yes","Mary is a middle school student",27
302,3472,"Danny ate the last cupcake","F","F","11","Elizabeth","factH","Rebecca","demonstrate","Did Amanda demonstrate that Danny ate the last cupcake?","11","C","Yes","Danny loves cake",2
302,2166,"Olivia sleeps until noon","M","M","4","Matthew","factL","Edward","think","Does Jerry think that Olivia sleeps until noon?","4","NonProj","No","Olivia has two small children",3
302,1455,"Julian dances salsa","F","M","18","Mark","factL","Laura","pretend","Did Kathleen pretend that Julian dances salsa?","18","NonProj","Yes","Julian is German",4
302,992,"Jackson ran 10 miles","F","M","13","Thomas","factL","Kathleen","admit","Did Laura admit that Jackson ran 10 miles?","13","C","No","Jackson is obese",5
302,1199,"Owen shoveled snow last winter","F","F","17","Margaret","factH","Cynthia","say","Did Cynthia say that Owen shoveled snow last winter?","17","C","Yes","Owen lives in Chicago",6
302,1199,"Madison had a baby",NA,"M","control5","Robert",NA,NA,"control","Did Madison have a baby?","control5","control","Yes","Trish sent Madison a card",7
302,1279,"Sophia got a tattoo","M","M","5","Richard","factH","Timothy","establish","Did Ben establish that Sophia got a tattoo?","5","NonProj","Yes","Sophia is a hipster",8
302,1936,"Mia drank 2 cocktails last night","M","F","6","Kimberly","factL","Jacob","announce","Did Ray announce that Mia drank 2 cocktails last night?","6","C","Yes","Mia is a nun",9
302,1488,"Josie went on vacation to France","M","F","2","Lisa","factH","Brandon","reveal","Did Scott reveal that Josie went on vacation to France?","2","NonProj","No","Josie loves France",10
302,1975,"Jon walks to work","F","M","19","George","factH","Ruth","know","Does Ruth know that Jon walks to work?","19","NonProj","Yes","Jon lives 2 blocks away from work",11
302,967,"Mary is pregnant","M","F","1","Jessica","factL","Justin","confirm","Did Patrick confirm that Mary is pregnant?","1","C","Yes","Mary is a middle school student",12
302,920,"Grace visited her sister","M","M","9","Steven","factH","Jerry","annoyed","Is Andrew annoyed that Grace visited her sister?","9","NonProj","No","Grace loves her sister",13
302,1127,"Vanessa is good at math",NA,"F","control4","Kimberly",NA,NA,"control","Is Vanessa good at math?","control4","control","Yes","Vanessa won a prize at school",14
302,751,"Zoe calculated the tip","M","F","10","Susan","factL","Ronald","hear","Did Tim hear that Zoe calculated the tip?","10","C","Yes","Zoe is 5 years old",15
302,1159,"Jayden rented a car","F","F","14","Carol","factL","Janet","prove","Did Stephanie prove that Jayden rented a car?","14","C","No","Jayden doesn&quotechart have a driver&quotechars license",16
302,903,"Tony had a drink last night","F","F","15","Karen","factL","Christina","confess","Did Rebecca confess that Tony had a drink last night?","15","C","No","Tony has been sober for 20 years",17
302,903,"Emma studied on Saturday morning","M","F","3","Sarah","factH","Scott","inform_Sam","Did Justin inform Sam that Emma studied on Saturday morning?","3","C","Yes","Emma is in law school",18
302,2344,"Hendrick&quotechars car was expensive",NA,"F","control6","Carol",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","Yes","Hendrick just bought a car",19
302,2536,"Zack is coming to the meeting tomorrow",NA,"F","control1","Jessica",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",20
302,1030,"Charley speaks Spanish","F","F","20","Sandra","factH","Nicole","acknowledge","Did Anna acknowledge that Charley speaks Spanish?","20","C","Yes","Charley lives in Mexico",21
302,914,"Todd played football in high school",NA,"M","control3","Mark",NA,NA,"control","Did Todd play football in high school?","control3","control","Yes","Todd goes to the gym 3 times a week",22
302,829,"Isabella ate a steak on Sunday","M","M","7","Robert","factL","Kevin","discover","Did Kevin discover that Isabella ate a steak on Sunday?","7","NonProj","Yes","Isabella is a vegetarian",23
302,858,"Josh learned to ride a bike yesterday","F","F","16","Jennifer","factL","Rachel","suggest","Did Sharon suggest that Josh learned to ride a bike yesterday?","16","C","Yes","Josh is a 75-year old man",24
302,1036,"Emily bought a car yesterday","M","M","8","Paul","factH","Larry","be_right_that","Is Brian right that Emily bought a car yesterday?","8","C","No","Emily has been saving for a year",25
302,865,"Frank got a cat","F","M","12","David","factH","Brenda","see","Did Melissa see that Frank got a cat?","12","NonProj","Yes","Frank has always wanted a pet",26
302,783,"Mary&quotechars aunt is sick",NA,"M","control2","Thomas",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","Yes","Mary visited her aunt on Sunday",27
303,21680,"Josie went on vacation to France","M","F","2","Donna","factL","Brian","pretend","Did Scott pretend that Josie went on vacation to France?","2","NonProj","No","Josie doesn&quotechart have a passport",2
303,7352,"Zack is coming to the meeting tomorrow",NA,"M","control1","Thomas",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",3
303,10056,"Olivia sleeps until noon","M","M","4","Richard","factH","Benjamin","prove","Did Jerry prove that Olivia sleeps until noon?","4","C","Yes","Olivia works the third shift",4
303,9640,"Zoe calculated the tip","M","F","10","Michelle","factH","Raymond","annoyed","Is Tim annoyed that Zoe calculated the tip?","10","NonProj","Yes","Zoe is a math major",5
303,4047,"Vanessa is good at math",NA,"F","control4","Jessica",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",6
303,9960,"Mia drank 2 cocktails last night","M","F","6","Linda","factH","Jerry","hear","Did Ray hear that Mia drank 2 cocktails last night?","6","C","Yes","Mia is a college student",7
303,7568,"Emma studied on Saturday morning","M","F","3","Ashley","factL","Kevin","announce","Did Justin announce that Emma studied on Saturday morning?","3","C","Yes","Emma is in first grade",8
303,7791,"Sophia got a tattoo","M","F","5","Susan","factH","Justin","be_right_that","Is Ben right that Sophia got a tattoo?","5","C","No","Sophia is a hipster",9
303,9728,"Charley speaks Spanish","F","M","20","William","factH","Ruth","discover","Did Anna discover that Charley speaks Spanish?","20","NonProj","Yes","Charley lives in Mexico",10
303,12792,"Grace visited her sister","M","F","9","Dorothy","factL","Tyler","confirm","Did Andrew confirm that Grace visited her sister?","9","C","No","Grace hates her sister",11
303,5376,"Danny ate the last cupcake","F","F","11","Kimberly","factL","Sharon","acknowledge","Did Amanda acknowledge that Danny ate the last cupcake?","11","C","Yes","Danny is a diabetic",12
303,8480,"Emily bought a car yesterday","M","M","8","Christopher","factL","Edward","think","Does Brian think that Emily bought a car yesterday?","8","NonProj","No","Emily never has any money",13
303,3408,"Madison had a baby",NA,"F","control5","Margaret",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",14
303,14624,"Julian dances salsa","F","M","18","Mark","factH","Anna","establish","Did Kathleen establish that Julian dances salsa?","18","NonProj","No","Julian is Cuban",15
303,3912,"Hendrick&quotechars car was expensive",NA,"F","control6","Dorothy",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",16
303,4496,"Tony had a drink last night","F","F","15","Margaret","factL","Nicole","reveal","Did Rebecca reveal that Tony had a drink last night?","15","NonProj","Yes","Tony has been sober for 20 years",17
303,7856,"Jayden rented a car","F","F","14","Jennifer","factH","Laura","suggest","Did Stephanie suggest that Jayden rented a car?","14","C","No","Jayden&quotechars car is in the shop",18
303,5304,"Jackson ran 10 miles","F","F","13","Jessica","factL","Virginia","admit","Did Laura admit that Jackson ran 10 miles?","13","C","Yes","Jackson is obese",19
303,7488,"Jon walks to work","F","M","19","Thomas","factL","Shirley","demonstrate","Did Ruth demonstrate that Jon walks to work?","19","C","Yes","Jon lives 10 miles away from work",20
303,9624,"Frank got a cat","F","M","12","Kenneth","factL","Catherine","inform_Sam","Did Melissa inform Sam that Frank got a cat?","12","C","Yes","Frank is allergic to cats",21
303,6911,"Isabella ate a steak on Sunday","M","F","7","Helen","factH","Eric","see","Did Kevin see that Isabella ate a steak on Sunday?","7","NonProj","Yes","Isabella is from Argentina",22
303,6217,"Todd played football in high school",NA,"F","control3","Donna",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",23
303,10120,"Mary is pregnant","M","M","1","Steven","factL","Andrew","confess","Did Patrick confess that Mary is pregnant?","1","C","Yes","Mary is a middle school student",24
303,6160,"Josh learned to ride a bike yesterday","F","M","16","David","factH","Joyce","know","Does Sharon know that Josh learned to ride a bike yesterday?","16","NonProj","Yes","Josh is a 5-year old boy",25
303,2271,"Mary&quotechars aunt is sick",NA,"F","control2","Kimberly",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",26
303,8297,"Owen shoveled snow last winter","F","M","17","Robert","factH","Brenda","say","Did Cynthia say that Owen shoveled snow last winter?","17","C","No","Owen lives in Chicago",27
304,13042,"Tony had a drink last night","F","F","15","Jessica","factH","Angela","confess","Did Rebecca confess that Tony had a drink last night?","15","C","No","Tony really likes to party with his friends",2
